         2310514 function calls (2180215 primitive calls) in 42.133 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 controlflow.py:597(op_POP_BLOCK)
        8    0.000    0.000    0.001    0.000 codegen.py:292(create_library)
        7    0.000    0.000    0.000    0.000 linecache.py:33(getlines)
       23    0.000    0.000    0.000    0.000 utils.py:176(__exit__)
       11    0.000    0.000    0.000    0.000 pickle.py:486(save_string)
       28    0.000    0.000    0.000    0.000 imputils.py:306(match)
       13    0.000    0.000    0.001    0.000 transforms.py:10(visit_Function)
       54    0.000    0.000    0.000    0.000 base.py:428(__getitem__)
        7    0.000    0.000    1.127    0.161 compiler.py:503(stage_nopython_backend)
       22    0.000    0.000    0.000    0.000 transforms.py:52(visit_Call)
        7    0.000    0.000    0.000    0.000 base.py:535(get_return_value)
       11    0.000    0.000    0.001    0.000 types.py:305(format_const)
       13    0.000    0.000    0.000    0.000 bytecode.py:285(__iter__)
       24    0.000    0.000    0.000    0.000 imputils.py:149(__init__)
        5    0.000    0.000    0.000    0.000 callconv.py:287(return_status_propagate)
        3    0.000    0.000    0.000    0.000 interpreter.py:581(op_BUILD_SLICE)
       35    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
       15    0.000    0.000    0.000    0.000 core.py:242(switch)
       26    0.000    0.000    0.000    0.000 __init__.py:364(__init__)
       60    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       30    0.000    0.000    0.000    0.000 typeinfer.py:196(__init__)
        8    0.000    0.000    0.000    0.000 callwrapper.py:13(__init__)
       24    0.000    0.000    0.000    0.000 dia.py:275(isspmatrix_dia)
       21    0.000    0.000    0.000    0.000 {_struct.pack}
        8    0.000    0.000    0.001    0.000 data.py:66(copy)
        8    0.000    0.000    0.001    0.000 pythonapi.py:784(return_none)
       14    0.000    0.000    0.000    0.000 types.py:334(format_const)
        1    0.000    0.000    0.000    0.000 compiler.py:351(dispatcher_factory)
        1    0.000    0.000    0.391    0.391 compiler.py:480(stage_objectmode_backend)
       15    0.000    0.000    0.000    0.000 interpreter.py:1033(op_POP_JUMP_IF_FALSE)
       16    0.000    0.000    0.000    0.000 builtins.py:504(real_sub_impl)
       24    0.000    0.000    0.000    0.000 module.py:82(get_identified_types)
       16    0.000    0.000    0.000    0.000 dataflow.py:624(tos)
        8    0.000    0.000    0.001    0.000 pythonapi.py:725(make_none)
       12    0.000    0.000    0.000    0.000 compiler.py:161(create_pipeline)
        3    0.000    0.000    0.000    0.000 castgraph.py:47(insert)
        3    0.000    0.000    0.000    0.000 pythonapi.py:500(tuple_new)
       57    0.000    0.000    0.000    0.000 ufunc_db.py:18(_lazy_init_db)
        2    0.000    0.000    0.000    0.000 imputils.py:25(wrapper)
        9    0.000    0.000    0.001    0.000 base.py:378(__rmul__)
       15    0.000    0.000    0.000    0.000 instructions.py:139(__init__)
        4    0.000    0.000    0.000    0.000 models.py:319(get_data_type)
       42    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
       16    0.000    0.000    0.000    0.000 interpreter.py:915(op_BINARY_SUBTRACT)
       32    0.000    0.000    0.000    0.000 codegen.py:55(_raise_if_finalized)
        4    0.000    0.000    0.000    0.000 npyfuncs.py:922(np_real_sin_impl)
        3    0.000    0.000    0.001    0.000 objmode.py:409(get_env_const)
        3    0.000    0.000    0.000    0.000 typeconv.py:86(_cb_update)
        7    0.000    0.000    0.000    0.000 instructions.py:76(replace_callee)
       26    0.000    0.000    0.000    0.000 looplifting.py:98(__eq__)
        8    0.000    0.000    0.000    0.000 funcdesc.py:26(default_mangler)
        6    0.000    0.000    0.000    0.000 models.py:667(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:55(signature)
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dictproxy' objects}
        3    0.000    0.000    0.000    0.000 typeconv.py:19(set_compatible)
       25    0.000    0.000    0.001    0.000 base.py:670(__call__)
       35    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       14    0.000    0.000    0.000    0.000 npyimpl.py:104(return_val)
       11    0.000    0.000    0.000    0.000 ir.py:232(cast)
        8    0.000    0.000    0.000    0.000 codegen.py:106(create_ir_module)
       19    0.000    0.000    0.000    0.000 controlflow.py:440(<lambda>)
       34    0.000    0.000    0.000    0.000 callconv.py:356(_get_return_argument)
       21    0.000    0.000    0.000    0.000 argpacker.py:82(argument_types)
        1    0.000    0.000    0.001    0.001 regularization.py:273(hessian)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 interpreter.py:746(op_DUP_TOPX)
        7    0.000    0.000    0.000    0.000 inspect.py:155(isgeneratorfunction)
       16    0.000    0.000    0.000    0.000 interface.py:621(__init__)
        3    0.000    0.000    0.000    0.000 interpreter.py:1045(op_RAISE_VARARGS)
        8    0.000    0.000    0.000    0.000 cpu.py:38(create_module)
       15    0.000    0.000    0.000    0.000 utils.py:69(set)
       21    0.000    0.000    0.000    0.000 typeinfer.py:131(__init__)
       23    0.000    0.000    0.000    0.000 values.py:189(get_reference)
       19    0.000    0.000    0.000    0.000 ir.py:628(__init__)
        1    0.000    0.000    0.000    0.000 arrayobj.py:31(populate_array)
       25    0.000    0.000    0.000    0.000 sputils.py:228(isdense)
       40    0.000    0.000    0.000    0.000 sre_parse.py:137(__len__)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       13    0.000    0.000    0.000    0.000 cgutils.py:257(_getvalue)
       10    0.000    0.000    0.000    0.000 types.py:366(__hash__)
       18    0.000    0.000    0.000    0.000 builtins.py:406(<genexpr>)
        9    0.000    0.000    0.000    0.000 compiler.py:156(__init__)
       28    0.000    0.000    0.000    0.000 inspect.py:191(isframe)
        3    0.000    0.000    0.000    0.000 pythonapi.py:464(list_getitem)
       67    0.000    0.000    0.000    0.000 {thread.get_ident}
       87    0.000    0.000    0.000    0.000 lowering.py:66(pre_block)
        9    0.000    0.000    0.000    0.000 tesseroid.py:242(_get_engine)
        7    0.000    0.000    0.000    0.000 sre_compile.py:428(_simple)
       56    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       27    0.000    0.000    0.000    0.000 base.py:431(__iter__)
       74    0.000    0.000    0.000    0.000 copy.py:198(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 regularization.py:269(__init__)
        9    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
       12    0.000    0.000    0.000    0.000 types.py:867(__iter__)
       28    0.000    0.000    0.000    0.000 inspect.py:181(istraceback)
        8    0.000    0.000    0.000    0.000 base.py:389(get_constant_null)
        1    0.000    0.000   42.119   42.119 base.py:389(fit)
       11    0.000    0.000    0.000    0.000 dataflow.py:18(__init__)
       21    0.000    0.000    0.000    0.000 types.py:248(format_const)
        2    0.000    0.000    0.001    0.000 transforms.py:5(visit)
        1    0.000    0.000    0.000    0.000 misfit.py:99(copy)
        9    0.000    0.000    0.000    0.000 interpreter.py:951(op_INPLACE_ADD)
       21    0.000    0.000    0.000    0.000 callconv.py:344(get_arguments)
        8    0.000    0.000    0.004    0.000 pythonapi.py:321(long_from_longlong)
       14    0.000    0.000    0.000    0.000 npyimpl.py:240(__init__)
       21    0.000    0.000    0.000    0.000 types.py:210(_format_double)
        8    0.000    0.000    0.000    0.000 six.py:558(iteritems)
       36    0.000    0.000    0.000    0.000 mohoinv.py:449(reference)
        7    0.000    0.000    0.001    0.000 re.py:192(compile)
        2    0.000    0.000    0.000    0.000 base.py:155(config)
       62    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       62    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 typeinfer.py:279(__init__)
        7    0.000    0.000    0.000    0.000 funcdesc.py:147(from_specialized_function)
        2    0.000    0.000    0.000    0.000 models.py:403(from_return)
        8    0.000    0.000    0.000    0.000 callwrapper.py:75(__init__)
       30    0.000    0.000    0.000    0.000 instructions.py:144(value)
        8    0.000    0.000    0.000    0.000 utils.py:83(postprocess)
       52    0.000    0.000    0.000    0.000 base.py:809(get_dummy_type)
        9    0.000    0.000    0.000    0.000 utils.py:66(__init__)
        3    0.000    0.000    0.000    0.000 {numba.typeconv._typeconv.set_compatible}
        5    0.000    0.000    0.000    0.000 numerictypes.py:668(issubclass_)
        3    0.000    0.000    0.000    0.000 dataflow.py:443(op_BUILD_SLICE)
       16    0.000    0.000    0.000    0.000 funcdesc.py:85(llvm_func_name)
       22    0.000    0.000    0.000    0.000 ir.py:60(__init__)
       21    0.000    0.000    0.000    0.000 {_struct.unpack}
        3    0.000    0.000    0.000    0.000 {_sre.compile}
        1    0.000    0.000    0.001    0.001 arrayobj.py:351(setitem_array_unituple)
        8    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
       11    0.000    0.000    0.000    0.000 interpreter.py:128(_fill_global_scope)
        2    0.000    0.000    0.000    0.000 regularization.py:64(copy)
        2    0.000    0.000    0.000    0.000 posixpath.py:61(join)
       49    0.000    0.000    0.000    0.000 looplifting.py:324(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       11    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.390    0.390 compiler.py:427(backend_object_mode)
        2    0.000    0.000    0.000    0.000 typeinfer.py:25(__init__)
       24    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 dataflow.py:539(__init__)
        3    0.000    0.000    0.001    0.000 sre_compile.py:552(_code)
       10    0.000    0.000    0.000    0.000 __init__.py:383(__getitem__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:338(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:321(__call__)
       10    0.000    0.000    0.000    0.000 __init__.py:633(__new__)
       17    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base.py:77(regul_param)
        1    0.000    0.000    0.000    0.000 builtins.py:1103(slice0_empty_impl)
        2    0.000    0.000    0.000    0.000 types.py:1032(__init__)
        2    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        8    0.000    0.000    0.000    0.000 callconv.py:96(init_call_helper)
        8    0.000    0.000    0.000    0.000 bytecode.py:30(get_code_object)
        1    0.000    0.000    0.000    0.000 posixpath.py:424(relpath)
        1    0.000    0.000    0.000    0.000 builtins.py:1138(getiter_unituple)
        9    0.000    0.000    0.000    0.000 compiler.py:138(__init__)
        7    0.000    0.000    0.000    0.000 bytecode.py:18(get_function_object)
        6    0.000    0.000    0.000    0.000 builtins.py:680(real_le_impl)
        2    0.000    0.000    0.000    0.000 module.py:39(functions)
       24    0.000    0.000    0.000    0.000 types.py:938(<genexpr>)
        3    0.000    0.000    0.005    0.002 objmode.py:347(lower_const)
        3    0.000    0.000    0.000    0.000 castgraph.py:139(safe)
       14    0.000    0.000    0.000    0.000 typeinfer.py:181(__init__)
        8    0.000    0.000    0.000    0.000 core.py:192(intrinsic)
        1    0.000    0.000    0.000    0.000 base.py:113(__mul__)
       14    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        3    0.000    0.000    0.000    0.000 numerictypes.py:970(find_common_type)
        1    0.000    0.000    0.000    0.000 base.py:101(__add__)
        1    0.000    0.000    0.000    0.000 misfit.py:84(__init__)
        1    0.000    0.000    0.000    0.000 models.py:396(as_return)
       43    0.000    0.000    0.000    0.000 npydecl.py:79(<genexpr>)
       28    0.000    0.000    0.000    0.000 npyfuncs.py:37(<genexpr>)
        3    0.000    0.000    0.000    0.000 castgraph.py:73(__iter__)
        1    0.000    0.000    0.000    0.000 cgutils.py:611(get_range_from_slice)
        3    0.000    0.000    0.000    0.000 typeconv.py:32(set_safe_convert)
       10    0.000    0.000    0.000    0.000 __init__.py:506(<genexpr>)
       35    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 ir.py:326(__init__)
       19    0.000    0.000    0.000    0.000 dataflow.py:94(add_syntax_block)
        5    0.000    0.000    0.000    0.000 codegen.py:114(add_linking_library)
        2    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
        8    0.000    0.000    0.001    0.000 compressed.py:358(__radd__)
       14    0.000    0.000    0.000    0.000 typeinfer.py:166(__init__)
       43    0.000    0.000    0.000    0.000 npydecl.py:60(<genexpr>)
        8    0.000    0.000    0.000    0.000 <string>:8(__new__)
       24    0.000    0.000    0.000    0.000 cgutils.py:694(is_struct)
       13    0.000    0.000    0.000    0.000 values.py:416(is_declaration)
        7    0.000    0.000    0.000    0.000 inspect.py:634(__init__)
        1    0.000    0.000    0.000    0.000 base.py:575(__init__)
       14    0.000    0.000    0.000    0.000 npyimpl.py:101(store_data)
        3    0.000    0.000    0.000    0.000 objmode.py:484(init_vars)
        6    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
        4    0.000    0.000    0.000    0.000 builtins.py:450(generic)
        1    0.000    0.000    0.000    0.000 pythonapi.py:487(tuple_pack)
       11    0.000    0.000    0.000    0.000 controlflow.py:102(set_entry_point)
        1    0.000    0.000    0.000    0.000 __init__.py:474(__init__)
       11    0.000    0.000    0.000    0.000 controlflow.py:631(op_RETURN_VALUE)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1852(all)
        7    0.000    0.000    0.000    0.000 types.py:164(__eq__)
        1    0.000    0.000    0.001    0.001 mohoinv.py:493(copy)
        2    0.000    0.000    0.000    0.000 cgutils.py:527(pack_array)
        2    0.000    0.000    0.000    0.000 npyfuncs.py:1130(np_real_acos_impl)
        9    0.000    0.000    0.000    0.000 mohoinv.py:465(__iter__)
        3    0.000    0.000    0.000    0.000 imputils.py:30(res)
        6    0.000    0.000    0.000    0.000 controlflow.py:627(op_JUMP_FORWARD)
        3    0.000    0.000    0.000    0.000 dataflow.py:128(op_ROT_THREE)
       20    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 typeconv.py:59(safe)
       60    0.000    0.000    0.000    0.000 looplifting.py:41(<genexpr>)
        5    0.000    0.000    0.000    0.000 sre_parse.py:268(_escape)
        3    0.000    0.000    0.000    0.000 dataflow.py:523(op_RAISE_VARARGS)
        7    0.000    0.000    0.000    0.000 base.py:103(append)
       20    0.000    0.000    0.000    0.000 module.py:66(<genexpr>)
        8    0.000    0.000    0.000    0.000 callwrapper.py:50(emit_cleanup)
        8    0.000    0.000    0.000    0.000 utils.py:22(coerce)
       16    0.000    0.000    0.000    0.000 passes.py:17(_inlining_threshold)
        3    0.000    0.000    0.000    0.000 interpreter.py:994(op_JUMP_FORWARD)
        3    0.000    0.000    0.000    0.000 interpreter.py:433(get_closure_value)
        2    0.000    0.000    1.892    0.946 compiler.py:566(compile_bytecode)
        9    0.000    0.000    0.000    0.000 compiler.py:173(finalize)
       43    0.000    0.000    0.000    0.000 npydecl.py:56(<genexpr>)
        3    0.000    0.000    0.000    0.000 interpreter.py:954(op_INPLACE_SUBTRACT)
        9    0.000    0.000    0.000    0.000 utils.py:117(__len__)
        1    0.000    0.000    0.000    0.000 regularization.py:58(__init__)
       33    0.000    0.000    0.000    0.000 typeinfer.py:449(<genexpr>)
        1    0.000    0.000    0.000    0.000 cgutils.py:602(normalize_slice)
        3    0.000    0.000    0.000    0.000 castgraph.py:18(__lt__)
        2    0.000    0.000    0.000    0.000 builtins.py:33(int_mul_impl)
       11    0.000    0.000    0.000    0.000 controlflow.py:164(backbone)
        1    0.000    0.000    0.000    0.000 ir.py:47(strformat)
        1    0.000    0.000    0.000    0.000 cpu.py:82(get_env_body)
        8    0.000    0.000    0.000    0.000 interpreter.py:933(op_BINARY_POWER)
       23    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.001    0.001 arrayobj.py:110(getiter_array)
        9    0.000    0.000    0.000    0.000 core.py:66(float)
       30    0.000    0.000    0.000    0.000 types.py:140(coerce)
        1    0.000    0.000    0.000    0.000 funcdesc.py:158(from_object_mode_function)
       27    0.000    0.000    0.000    0.000 controlflow.py:199(topo_order)
       38    0.000    0.000    0.000    0.000 models.py:157(from_data)
        2    0.000    0.000    0.001    0.000 transforms.py:58(replace_all_calls)
        5    0.000    0.000    0.000    0.000 types.py:383(pysig)
        7    0.000    0.000    0.000    0.000 options.py:10(__init__)
        2    0.000    0.000    0.000    0.000 numpy_support.py:134(map_arrayscalar_type)
        1    0.000    0.000    0.000    0.000 templates.py:231(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
        9    0.000    0.000    0.001    0.000 interpreter.py:924(op_BINARY_TRUE_DIVIDE)
        8    0.000    0.000    0.006    0.001 pythonapi.py:948(from_native_return)
        1    0.000    0.000    0.000    0.000 base.py:408(_unpack_components)
       10    0.000    0.000    0.000    0.000 types.py:357(key)
        3    0.000    0.000    0.000    0.000 dataflow.py:111(op_DUP_TOPX)
        2    0.000    0.000    0.000    0.000 compiler.py:176(_patch_error)
        6    0.000    0.000    0.000    0.000 castgraph.py:44(__init__)
       13    0.000    0.000    0.000    0.000 models.py:51(get_return_type)
        6    0.000    0.000    0.000    0.000 builtins.py:1129(make_unituple_iter)
        3    0.000    0.000    0.000    0.000 models.py:326(get_return_type)
        8    0.000    0.000    0.000    0.000 arrayobj.py:102(make_arrayiter_cls)
        1    0.000    0.000    0.000    0.000 arrayobj.py:466(array_len)
       21    0.000    0.000    0.000    0.000 dispatcher.py:89(nopython_signatures)
        2    0.000    0.000    0.000    0.000 transforms.py:46(__init__)
        3    0.000    0.000    0.000    0.000 objmode.py:63(pre_block)
        7    0.000    0.000    0.000    0.000 base.py:60(__init__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:189(__init__)
        8    0.000    0.000    0.000    0.000 cpu.py:65(jit_codegen)
        3    0.000    0.000    0.000    0.000 dataflow.py:219(op_LOAD_DEREF)
        1    0.000    0.000    0.000    0.000 cpu.py:68(call_conv)
        9    0.000    0.000    0.000    0.000 typeinfer.py:315(set_context)
        1    0.000    0.000    0.000    0.000 arrayobj.py:653(array_size)
       21    0.000    0.000    0.000    0.000 module.py:176(__iter__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        6    0.000    0.000    0.000    0.000 castgraph.py:24(__eq__)
        1    0.000    0.000    0.000    0.000 builtins.py:1117(slice0_none_none_impl)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 typeinfer.py:149(__init__)
       14    0.000    0.000    0.000    0.000 npyimpl.py:98(load_data)
        2    0.000    0.000    0.000    0.000 utils.py:87(copy)
        2    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
       23    0.000    0.000    0.000    0.000 types.py:79(__str__)
       14    0.000    0.000    0.000    0.000 npyimpl.py:95(create_iter_indices)
        2    0.000    0.000    0.000    0.000 builtins.py:226(int_sgt_impl)
       22    0.000    0.000    0.000    0.000 cgutils.py:145(_getpointer)
        1    0.000    0.000    0.000    0.000 pythonapi.py:674(object_getitem)
        3    0.000    0.000    0.000    0.000 ir.py:422(__init__)
        1    0.000    0.000    0.000    0.000 cgutils.py:619(get_strides_from_slice)
        9    0.000    0.000    0.000    0.000 typeinfer.py:98(__init__)
        1    0.000    0.000    0.000    0.000 objmode.py:585(_finalize_frozen_string)
        1    0.000    0.000    0.000    0.000 genericpath.py:76(commonprefix)
       14    0.000    0.000    0.000    0.000 {method 'getvalue' of 'cStringIO.StringO' objects}
       47    0.000    0.000    0.000    0.000 pickle.py:333(persistent_id)
       14    0.000    0.000    0.000    0.000 callconv.py:350(get_env_argument)
        1    0.000    0.000    0.000    0.000 builtins.py:665(real_power_impl)
        5    0.000    0.000    0.000    0.000 models.py:255(get_return_type)
        1    0.000    0.000    0.000    0.000 dispatcher.py:202(__repr__)
        7    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
        4    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 npyfuncs.py:815(np_real_sqrt_impl)
        1    0.000    0.000    0.000    0.000 pythonapi.py:495(tuple_size)
        2    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 dispatcher.py:57(_make_finalizer)
        4    0.000    0.000    0.000    0.000 builtins.py:475(resolve_size)
        1    0.000    0.000    0.000    0.000 base.py:659(__init__)
        4    0.000    0.000    0.000    0.000 {numpy.core.multiarray.promote_types}
        3    0.000    0.000    0.000    0.000 castgraph.py:59(get)
        1    0.000    0.000    0.000    0.000 builtins.py:25(int_sub_impl)
        3    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 utils.py:291(_op_or_eq)
        7    0.000    0.000    0.000    0.000 instructions.py:68(callee)
        2    0.000    0.000    0.000    0.000 core.py:86(array)
        2    0.000    0.000    0.000    0.000 utils.py:280(_not_op)
        7    0.000    0.000    0.000    0.000 lowering.py:53(init)
        1    0.000    0.000    0.000    0.000 utils.py:151(__init__)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 utils.py:74(unset)
        1    0.000    0.000    0.000    0.000 utils.py:195(__get__)
        1    0.000    0.000    0.001    0.001 pythonapi.py:317(long_from_ssize_t)
        1    0.000    0.000    0.000    0.000 models.py:675(__init__)
        3    0.000    0.000    0.000    0.000 interpreter.py:139(get_block_entry_vars)
        9    0.000    0.000    0.000    0.000 funcdesc.py:164(<lambda>)
        1    0.000    0.000    0.000    0.000 typeconv.py:35(get_pointer)
        1    0.000    0.000    0.000    0.000 pythonapi.py:445(sequence_tuple)
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 base.py:126(__rmul__)
        3    0.000    0.000    0.000    0.000 ir.py:314(__init__)
        1    0.000    0.000    0.000    0.000 builtins.py:230(int_sge_impl)
        1    0.000    0.000    0.000    0.000 numeric.py:516(ascontiguousarray)
       34    0.000    0.000    0.000    0.000 common.py:13(_decode_string)
        2    0.000    0.000    0.000    0.000 imputils.py:24(impl_attribute)
        2    0.000    0.000    0.000    0.000 utils.py:351(<lambda>)
        1    0.000    0.000    0.000    0.000 objmode.py:60(post_lower)
       14    0.000    0.000    0.000    0.000 npyimpl.py:61(update_indices)
        4    0.000    0.000    0.000    0.000 models.py:154(as_return)
        1    0.000    0.000    0.000    0.000 objmode.py:41(init)
        1    0.000    0.000    0.000    0.000 cgutils.py:721(is_neg_int)
        2    0.000    0.000    0.000    0.000 utils.py:352(<lambda>)
       14    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {numba.typeconv._typeconv.get_pointer}
        2    0.000    0.000    0.000    0.000 base.py:383(<genexpr>)
        1    0.000    0.000    0.000    0.000 lowering.py:275(lower_raise)
        3    0.000    0.000    0.000    0.000 controlflow.py:635(op_RAISE_VARARGS)
        2    0.000    0.000    0.000    0.000 base.py:379(<genexpr>)
        1    0.000    0.000    0.000    0.000 cgutils.py:317(alloca_once_value)
        3    0.000    0.000    0.000    0.000 _methods.py:40(_all)
        7    0.000    0.000    0.000    0.000 bytecode.py:224(__iter__)
        6    0.000    0.000    0.000    0.000 types.py:881(coerce)
        3    0.000    0.000    0.000    0.000 interpreter.py:455(code_freevars)
        4    0.000    0.000    0.000    0.000 types.py:1038(key)
        2    0.000    0.000    0.000    0.000 {sys.exc_info}
       11    0.000    0.000    0.000    0.000 controlflow.py:193(nodes)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.defaultdict' objects}
        1    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        7    0.000    0.000    0.000    0.000 lowering.py:56(pre_lower)
        1    0.000    0.000    0.000    0.000 interpreter.py:957(op_INPLACE_MULTIPLY)
        1    0.000    0.000    0.000    0.000 compiler.py:151(__init__)
       23    0.000    0.000    0.000    0.000 models.py:148(as_data)
       14    0.000    0.000    0.000    0.000 npyimpl.py:64(as_values)
        2    0.000    0.000    0.000    0.000 compiler.py:258(giveup_context)
        8    0.000    0.000    0.000    0.000 callconv.py:264(_make_call_helper)
        3    0.000    0.000    0.000    0.000 dataflow.py:496(op_JUMP_FORWARD)
        2    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
        2    0.000    0.000    0.000    0.000 looplifting.py:330(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:664(hard_reset)
        5    0.000    0.000    0.000    0.000 types.py:361(__eq__)
        8    0.000    0.000    0.000    0.000 models.py:163(from_return)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 models.py:295(from_return)
        1    0.000    0.000    0.000    0.000 {callable}
        2    0.000    0.000    0.000    0.000 base.py:502(imp)
        1    0.000    0.000    0.000    0.000 callconv.py:53(__init__)
        7    0.000    0.000    0.000    0.000 lowering.py:61(post_lower)
        2    0.000    0.000    0.000    0.000 models.py:292(as_return)
